agent_arch,anomaly_flag,ars_score,cascade_ars,confidence,delta_C,delta_K,delta_R,delta_S,delta_T,epistemic_gap,fn_score,hallucinated,latency_ms,run_id,scenario_id,split,task_success,taxonomy_impact,taxonomy_manifestation,taxonomy_origin,taxonomy_severity,threat_type,uncertainty
AUT-3,False,0.695513,,0.8088402827483387,0.0,0.666667,0.153846,0.25,0.0,0.572075,0.516045,False,352.97,saf1k_0126_T1-02_AUT-3_dS0.33_dK0.66_dC0.0_T0.0_r0,T1-02,test,True,I2,M3,O3,medium,T1,0.141887
AUT-3,True,0.402159,,0.8033147400437899,0.6,0.625,0.818182,0.6,0.0,0.506053,0.500324,False,335.62,saf1k_0138_T1-01_AUT-3_dS0.66_dK0.66_dC0.66_T0.0_r3,T1-01,test,False,I5,M4,O7,critical,T1,0.190315
AUT-3,True,0.589286,,0.6892453460387681,0.0,1.0,0.357143,0.0,0.0,0.822343,0.650191,False,424.51,saf1k_0116_T1-02_AUT-3_dS0.0_dK1.0_dC0.0_T0.0_r2,T1-02,test,False,I5,M5,O3,critical,T1,0.177657
AUT-3,True,0.562699,,0.6854498733436702,0.25,0.666667,0.153846,0.25,0.972676,0.653333,0.555825,False,349.28,saf1k_0146_T1-02_AUT-3_dS0.33_dK0.66_dC0.33_T720.0_r0,T1-02,test,False,I2,M1,O6,medium,T1,0.02
AUT-3,False,0.690526,,0.9236917087211264,1.0,0.0,0.526316,0.0,0.0,0.0,0.022454,False,427.33,saf1k_0121_T1-01_AUT-3_dS0.0_dK0.0_dC1.0_T0.0_r1,T1-01,test,True,I4,M5,O4,high,T1,0.137185
AUT-3,True,0.560526,,0.6785940010131094,0.0,1.0,0.526316,0.0,0.0,0.873999,0.696227,True,432.45,saf1k_0114_T1-01_AUT-3_dS0.0_dK1.0_dC0.0_T0.0_r0,T1-01,test,False,I5,M2,O3,critical,T1,0.126001
AUT-3,False,0.757179,,0.8576311807979504,0.25,0.333333,0.153846,0.25,0.0,0.259636,0.308378,False,274.75,saf1k_0133_T1-02_AUT-3_dS0.33_dK0.33_dC0.33_T0.0_r1,T1-02,test,True,I2,M5,O3,medium,T1,0.221091
AUT-3,False,0.857179,,0.837544872139453,0.0,0.333333,0.153846,0.0,0.0,0.268944,0.180577,False,272.33,saf1k_0109_T1-02_AUT-3_dS0.0_dK0.33_dC0.0_T0.0_r1,T1-02,test,True,I2,M1,O3,medium,T1,0.193167
AUT-1,False,0.883333,,0.8785581830442706,0.0,0.333333,0.0,0.0,0.0,0.262436,0.216133,False,252.45,saf1k_0008_T1-02_AUT-1_dS0.0_dK0.33_dC0.0_T0.0_r0,T1-02,train,True,I2,M1,O3,medium,T1,0.212691
AUT-1,True,0.451667,,0.732434607361937,0.75,0.666667,0.882353,0.0,0.0,0.604774,0.463967,True,373.18,saf1k_0030_T1-02_AUT-1_dS0.0_dK0.66_dC0.66_T0.0_r1,T1-02,train,False,I5,M6,O7,critical,T1,0.092839
AUT-1,True,0.149545,,0.7387843121837723,1.0,1.0,0.590909,1.0,0.0,0.98,1.0,False,451.74,saf1k_0039_T1-01_AUT-1_dS1.0_dK1.0_dC1.0_T0.0_r0,T1-01,train,False,I5,M2,O7,critical,T1,0.02
AUT-1,False,0.78,,0.8668790490913734,1.0,0.0,0.0,0.0,0.0,0.0,0.048377,False,453.0,saf1k_0021_T1-01_AUT-1_dS0.0_dK0.0_dC1.0_T0.0_r1,T1-01,train,True,I4,M5,O4,high,T1,0.234872
AUT-1,False,0.882,,0.8875342394170209,0.0,0.0,0.058824,0.6,0.0,0.0,0.132218,False,329.67,saf1k_0005_T1-01_AUT-1_dS0.66_dK0.0_dC0.0_T0.0_r0,T1-01,train,True,I2,M2,O1,medium,T1,0.38877
AUT-1,False,0.882,,0.8571532036285818,0.0,0.0,0.058824,0.6,0.0,0.0,0.108614,False,327.86,saf1k_0006_T1-01_AUT-1_dS0.66_dK0.0_dC0.0_T0.0_r1,T1-01,train,True,I2,M5,O1,medium,T1,0.203472
AUT-1,False,0.830222,,0.9003803428935618,0.6,0.0,0.222222,0.0,0.0,0.0,0.0,False,331.86,saf1k_0017_T1-01_AUT-1_dS0.0_dK0.0_dC0.66_T0.0_r0,T1-01,train,True,I2,M5,O4,medium,T1,0.062607
AUT-1,True,0.43038,,0.8483539547466794,0.6,0.625,0.652174,0.6,0.0,0.50198,0.553442,True,332.96,saf1k_0037_T1-01_AUT-1_dS0.66_dK0.66_dC0.66_T0.0_r2,T1-01,train,False,I4,M3,O7,high,T1,0.196832
AUT-1,False,0.778333,,0.8729971505271849,0.75,0.0,0.333333,0.0,0.0,0.0,0.0,False,378.59,saf1k_0019_T1-02_AUT-1_dS0.0_dK0.0_dC0.66_T0.0_r2,T1-02,train,True,I2,M5,O4,medium,T1,0.023777
AUT-1,True,0.544762,,0.7248671824206389,0.0,1.0,0.619048,0.0,0.0,0.815096,0.643952,False,446.28,saf1k_0015_T1-01_AUT-1_dS0.0_dK1.0_dC0.0_T0.0_r1,T1-01,train,False,I5,M5,O3,critical,T1,0.184904
AUT-1,False,0.747667,,0.7986657720389959,0.0,0.333333,0.533333,0.25,0.0,0.286517,0.272495,False,248.35,saf1k_0024_T1-02_AUT-1_dS0.33_dK0.33_dC0.0_T0.0_r1,T1-02,train,True,I3,M3,O5,medium,T1,0.14045
AUT-1,False,0.743066,,0.8046445188523262,0.0,0.375,0.315789,0.4,0.0,0.326566,0.325141,False,270.12,saf1k_0025_T1-01_AUT-1_dS0.33_dK0.33_dC0.0_T0.0_r2,T1-01,train,True,I4,M2,O7,high,T1,0.129158
AUT-1,False,0.595566,,0.7859250912820672,0.6,0.625,0.315789,0.0,0.0,0.476407,0.344976,False,336.73,saf1k_0031_T1-01_AUT-1_dS0.0_dK0.66_dC0.66_T0.0_r2,T1-01,train,False,I4,M2,O7,high,T1,0.23775
AUT-1,False,0.778333,,0.9339950912446622,0.75,0.0,0.333333,0.0,0.0,0.0,0.008923,False,375.59,saf1k_0018_T1-02_AUT-1_dS0.0_dK0.0_dC0.66_T0.0_r1,T1-02,train,True,I2,M2,O4,medium,T1,0.261232
AUT-1,False,0.724583,,0.7621448430048319,0.0,0.625,0.333333,0.0,0.0,0.583198,0.489292,False,333.87,saf1k_0013_T1-01_AUT-1_dS0.0_dK0.66_dC0.0_T0.0_r2,T1-01,train,True,I2,M5,O3,medium,T1,0.066883
AUT-1,False,0.626042,,0.8036114060311086,0.0,0.666667,0.5625,0.25,0.0,0.539263,0.527242,False,350.66,saf1k_0027_T1-02_AUT-1_dS0.33_dK0.66_dC0.0_T0.0_r1,T1-02,train,True,I2,M2,O3,medium,T1,0.191105
AUT-1,False,0.76662,,0.889263872859926,0.0,0.375,0.333333,0.0,0.568289,0.315819,0.211444,False,263.2,saf1k_0045_T1-01_AUT-1_dS0.0_dK0.33_dC0.0_T168.0_r2,T1-01,train,True,I4,M7,O7,high,T1,0.157816
AUT-1,False,0.731429,,0.9218578349737171,1.0,0.0,0.285714,0.0,0.0,0.0,0.0,False,449.91,saf1k_0022_T1-02_AUT-1_dS0.0_dK0.0_dC1.0_T0.0_r2,T1-02,train,True,I4,M5,O4,high,T1,0.272825
AUT-1,False,1.0,,0.9070353110866527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,146.61,saf1k_0000_T1-01_AUT-1_dS0.0_dK0.0_dC0.0_T0.0_r0,T1-01,train,False,I2,M1,O1,medium,T1,0.140056
AUT-1,True,0.427436,,0.7416326884748536,0.75,0.666667,0.230769,0.75,0.0,0.653333,0.685728,False,375.74,saf1k_0036_T1-02_AUT-1_dS0.66_dK0.66_dC0.66_T0.0_r1,T1-02,train,False,I4,M2,O7,high,T1,0.02
AUT-1,False,0.812083,,0.842202762896304,0.0,0.375,0.333333,0.0,0.0,0.305882,0.239884,False,259.33,saf1k_0009_T1-01_AUT-1_dS0.0_dK0.33_dC0.0_T0.0_r1,T1-01,train,True,I2,M3,O3,medium,T1,0.184315
AUT-1,False,0.722619,,0.8407207979525012,0.25,0.333333,0.357143,0.25,0.0,0.248408,0.315196,False,246.7,saf1k_0033_T1-02_AUT-1_dS0.33_dK0.33_dC0.33_T0.0_r1,T1-02,train,True,I3,M5,O5,medium,T1,0.254777
AUT-1,False,1.0,,0.8875304408461311,0.0,0.0,0.0,0.0,0.0,0.0,0.051895,False,152.11,saf1k_0001_T1-01_AUT-1_dS0.0_dK0.0_dC0.0_T0.0_r1,T1-01,train,False,I2,M1,O1,medium,T1,0.291103
AUT-1,False,0.616523,,0.7468521882147338,0.0,0.625,0.545455,0.4,0.0,0.549264,0.520217,False,333.01,saf1k_0028_T1-01_AUT-1_dS0.33_dK0.66_dC0.0_T0.0_r2,T1-01,train,False,I4,M3,O7,high,T1,0.121177
AUT-1,False,0.941923,,0.8876662006823576,0.0,0.0,0.076923,0.25,0.0,0.0,0.051491,False,226.51,saf1k_0002_T1-02_AUT-1_dS0.33_dK0.0_dC0.0_T0.0_r0,T1-02,train,True,I2,M2,O1,medium,T1,0.198123
AUT-1,True,0.478674,,0.7596283982528195,0.4,0.625,0.380952,0.4,0.972676,0.592761,0.468803,True,337.12,saf1k_0048_T1-01_AUT-1_dS0.33_dK0.66_dC0.33_T720.0_r2,T1-01,train,False,I5,M7,O7,critical,T1,0.051582
AUT-1,False,0.724583,,0.7883776418717086,0.0,0.625,0.333333,0.0,0.0,0.494647,0.438678,False,329.64,saf1k_0012_T1-01_AUT-1_dS0.0_dK0.66_dC0.0_T0.0_r1,T1-01,train,True,I2,M4,O3,medium,T1,0.208564
AUT-1,False,0.812083,,0.8561947179906491,0.0,0.375,0.333333,0.0,0.0,0.342992,0.346079,False,268.36,saf1k_0010_T1-01_AUT-1_dS0.0_dK0.33_dC0.0_T0.0_r2,T1-01,train,True,I2,M1,O3,medium,T1,0.085354
AUT-1,True,0.427436,,0.7629216027955324,0.75,0.666667,0.230769,0.75,0.0,0.540337,0.571224,False,376.47,saf1k_0038_T1-02_AUT-1_dS0.66_dK0.66_dC0.66_T0.0_r3,T1-02,train,False,I4,M2,O7,high,T1,0.189495
AUT-1,False,0.76662,,0.8483460354275414,0.0,0.375,0.333333,0.0,0.568289,0.310585,0.249366,False,261.19,saf1k_0044_T1-01_AUT-1_dS0.0_dK0.33_dC0.0_T168.0_r1,T1-01,train,True,I4,M1,O7,high,T1,0.171773
AUT-1,False,0.78,,0.860974307176191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,451.44,saf1k_0020_T1-01_AUT-1_dS0.0_dK0.0_dC1.0_T0.0_r0,T1-01,validation,True,I4,M5,O4,high,T1,0.163195
AUT-1,False,0.928,,0.9029393045264583,0.0,0.0,0.0,0.4,0.0,0.0,0.137772,False,270.33,saf1k_0004_T1-01_AUT-1_dS0.33_dK0.0_dC0.0_T0.0_r2,T1-01,validation,True,I2,M5,O1,medium,T1,0.264246
AUT-1,False,0.747667,,0.8538716755188702,0.0,0.333333,0.533333,0.25,0.0,0.311428,0.326201,False,251.95,saf1k_0023_T1-02_AUT-1_dS0.33_dK0.33_dC0.0_T0.0_r0,T1-02,validation,True,I3,M6,O5,medium,T1,0.065715
AUT-1,True,0.478674,,0.804815051939711,0.4,0.625,0.380952,0.4,0.972676,0.479245,0.526804,False,340.13,saf1k_0047_T1-01_AUT-1_dS0.33_dK0.66_dC0.33_T720.0_r1,T1-01,validation,False,I5,M1,O7,critical,T1,0.233208
AUT-1,True,0.13,,0.6936644852402526,1.0,1.0,0.705882,1.0,0.0,0.880696,0.930463,True,454.34,saf1k_0040_T1-02_AUT-1_dS1.0_dK1.0_dC1.0_T0.0_r1,T1-02,validation,False,I5,M2,O7,critical,T1,0.119304
AUT-1,False,0.595566,,0.7504881758990688,0.6,0.625,0.315789,0.0,0.0,0.570684,0.488721,False,337.51,saf1k_0029_T1-01_AUT-1_dS0.0_dK0.66_dC0.66_T0.0_r0,T1-01,validation,False,I4,M3,O7,high,T1,0.086905
AUT-1,True,0.149545,,0.6715246268169348,1.0,1.0,0.590909,1.0,0.0,0.862282,0.853254,False,446.65,saf1k_0042_T1-01_AUT-1_dS1.0_dK1.0_dC1.0_T0.0_r3,T1-01,validation,False,I5,M2,O7,critical,T1,0.137718
AUT-1,False,0.722619,,0.7970532705836819,0.25,0.333333,0.357143,0.25,0.0,0.287882,0.369909,False,242.87,saf1k_0032_T1-02_AUT-1_dS0.33_dK0.33_dC0.33_T0.0_r0,T1-02,validation,True,I3,M4,O5,medium,T1,0.136354
AUT-1,False,0.616523,,0.7755021363259793,0.0,0.625,0.545455,0.4,0.0,0.571682,0.527923,False,334.97,saf1k_0026_T1-01_AUT-1_dS0.33_dK0.66_dC0.0_T0.0_r0,T1-01,validation,True,I4,M3,O7,high,T1,0.085308
AUT-1,False,0.76662,,0.8757667212037646,0.0,0.375,0.333333,0.0,0.568289,0.252491,0.231048,False,257.32,saf1k_0043_T1-01_AUT-1_dS0.0_dK0.33_dC0.0_T168.0_r0,T1-01,validation,False,I4,M1,O7,high,T1,0.326691
AUT-1,True,0.544762,,0.6403799278889731,0.0,1.0,0.619048,0.0,0.0,0.91761,0.764505,False,448.91,saf1k_0014_T1-01_AUT-1_dS0.0_dK1.0_dC0.0_T0.0_r0,T1-01,test,False,I5,M5,O3,critical,T1,0.08239
AUT-1,True,0.478674,,0.8174292106550635,0.4,0.625,0.380952,0.4,0.972676,0.531445,0.525522,False,339.2,saf1k_0049_T1-01_AUT-1_dS0.33_dK0.66_dC0.33_T720.0_r3,T1-01,test,False,I5,M7,O7,critical,T1,0.149689
AUT-1,True,0.13,,0.6971043257497801,1.0,1.0,0.705882,1.0,0.0,0.962459,0.958148,True,450.29,saf1k_0041_T1-02_AUT-1_dS1.0_dK1.0_dC1.0_T0.0_r2,T1-02,test,False,I5,M2,O7,critical,T1,0.037541
AUT-1,False,0.928,,0.8494736633594848,0.0,0.0,0.0,0.4,0.0,0.0,0.09057,False,269.06,saf1k_0003_T1-01_AUT-1_dS0.33_dK0.0_dC0.0_T0.0_r1,T1-01,test,True,I2,M2,O1,medium,T1,0.107753
AUT-1,True,0.565,,0.6547501995595455,0.0,1.0,0.5,0.0,0.0,0.922913,0.712792,True,454.19,saf1k_0016_T1-02_AUT-1_dS0.0_dK1.0_dC0.0_T0.0_r2,T1-02,test,False,I5,M1,O3,critical,T1,0.077087
AUT-1,False,0.724583,,0.742928203950696,0.0,0.625,0.333333,0.0,0.0,0.573442,0.505323,False,338.55,saf1k_0011_T1-01_AUT-1_dS0.0_dK0.66_dC0.0_T0.0_r0,T1-01,test,True,I2,M5,O3,medium,T1,0.082492
AUT-1,False,0.882,,0.937651056793997,0.0,0.0,0.058824,0.6,0.0,0.0,0.145599,False,331.82,saf1k_0007_T1-01_AUT-1_dS0.66_dK0.0_dC0.0_T0.0_r2,T1-01,test,True,I2,M1,O1,medium,T1,0.135972
AUT-1,False,0.722619,,0.8505139282188482,0.25,0.333333,0.357143,0.25,0.0,0.26373,0.226547,False,248.92,saf1k_0034_T1-02_AUT-1_dS0.33_dK0.33_dC0.33_T0.0_r2,T1-02,test,True,I3,M4,O5,medium,T1,0.20881
AUT-1,True,0.43038,,0.7970579445642063,0.6,0.625,0.652174,0.6,0.0,0.567789,0.599489,False,339.02,saf1k_0035_T1-01_AUT-1_dS0.66_dK0.66_dC0.66_T0.0_r0,T1-01,test,False,I4,M2,O7,high,T1,0.091537
AUT-1,True,0.482603,,0.7234736494330256,0.25,0.666667,0.625,0.25,0.972676,0.562756,0.480023,False,345.55,saf1k_0046_T1-02_AUT-1_dS0.33_dK0.66_dC0.33_T720.0_r0,T1-02,test,False,I5,M7,O7,critical,T1,0.155866
AUT-4,False,0.7,,0.5009311601534708,1.0,0.0,0.470588,0.0,0.0,0.0,0.0,False,44.87,saf1k_0170_T1-01_AUT-4_dS0.0_dK0.0_dC1.0_T0.0_r0,T1-01,train,True,I4,M2,O4,high,T1,0.391852
AUT-4,False,0.727692,,0.5214305707225909,1.0,0.0,0.307692,0.0,0.0,0.0,0.0,False,45.67,saf1k_0172_T1-02_AUT-4_dS0.0_dK0.0_dC1.0_T0.0_r2,T1-02,train,True,I4,M5,O4,high,T1,0.384751
AUT-4,True,0.474167,,0.5888586056702241,0.75,0.666667,0.75,0.0,0.0,0.322561,0.317723,False,44.98,saf1k_0179_T1-02_AUT-4_dS0.0_dK0.66_dC0.66_T0.0_r0,T1-02,train,False,I4,M5,O7,high,T1,0.516159
AUT-4,False,0.77675,,0.7087504619542386,0.0,0.375,0.117647,0.4,0.0,0.229578,0.29571,False,54.13,saf1k_0175_T1-01_AUT-4_dS0.33_dK0.33_dC0.0_T0.0_r2,T1-01,train,True,I2,M2,O1,medium,T1,0.387793
AUT-4,False,0.928,,0.6875263254647216,0.0,0.0,0.0,0.4,0.0,0.0,0.100951,False,54.09,saf1k_0153_T1-01_AUT-4_dS0.33_dK0.0_dC0.0_T0.0_r1,T1-01,train,True,I2,M2,O1,medium,T1,0.304948
AUT-4,False,0.631,,0.5932955578177256,0.0,0.666667,0.533333,0.25,0.0,0.357947,0.343493,False,50.74,saf1k_0176_T1-02_AUT-4_dS0.33_dK0.66_dC0.0_T0.0_r0,T1-02,train,False,I2,M5,O3,medium,T1,0.463079
AUT-4,False,0.614306,,0.6297227258185687,0.4,0.375,0.555556,0.4,0.0,0.227675,0.270188,False,53.96,saf1k_0183_T1-01_AUT-4_dS0.33_dK0.33_dC0.33_T0.0_r1,T1-01,train,True,I4,M4,O7,high,T1,0.392866
AUT-4,True,0.307292,,0.5770941080335305,0.75,0.666667,0.9375,0.75,0.0,0.371989,0.484179,False,61.87,saf1k_0185_T1-02_AUT-4_dS0.66_dK0.66_dC0.66_T0.0_r0,T1-02,train,False,I5,M2,O7,critical,T1,0.442017
AUT-4,False,0.727566,,0.6096477353240963,0.0,0.625,0.315789,0.0,0.0,0.336744,0.399779,False,45.64,saf1k_0163_T1-01_AUT-4_dS0.0_dK0.66_dC0.0_T0.0_r2,T1-01,train,False,I2,M3,O3,medium,T1,0.46121
AUT-4,True,0.424436,,0.591012144712246,0.4,0.625,0.7,0.4,0.972676,0.373533,0.4607,False,54.15,saf1k_0196_T1-01_AUT-4_dS0.33_dK0.66_dC0.33_T720.0_r0,T1-01,train,False,I5,M7,O7,critical,T1,0.402347
AUT-4,False,0.77675,,0.6927587480426746,0.0,0.375,0.117647,0.4,0.0,0.213475,0.340521,False,54.29,saf1k_0174_T1-01_AUT-4_dS0.33_dK0.33_dC0.0_T0.0_r1,T1-01,train,True,I2,M2,O1,medium,T1,0.430734
AUT-4,True,0.08,,0.5100872652735761,1.0,1.0,1.0,1.0,0.0,0.516292,0.766659,False,67.48,saf1k_0192_T1-02_AUT-4_dS1.0_dK1.0_dC1.0_T0.0_r3,T1-02,train,False,I5,M4,O7,critical,T1,0.483708
AUT-4,True,0.08,,0.5125255006221898,1.0,1.0,1.0,1.0,0.0,0.452185,0.577026,False,67.01,saf1k_0189_T1-01_AUT-4_dS1.0_dK1.0_dC1.0_T0.0_r0,T1-01,train,False,I5,M2,O7,critical,T1,0.547815
AUT-4,True,0.08,,0.5024410877950094,1.0,1.0,1.0,1.0,0.0,0.492361,0.753616,False,67.5,saf1k_0190_T1-02_AUT-4_dS1.0_dK1.0_dC1.0_T0.0_r1,T1-02,train,False,I5,M2,O7,critical,T1,0.507639
AUT-4,False,0.824793,,0.677250661417654,0.0,0.333333,0.076923,0.0,0.568289,0.195836,0.245833,False,44.73,saf1k_0195_T1-02_AUT-4_dS0.0_dK0.33_dC0.0_T168.0_r2,T1-02,train,True,I1,M2,O6,low,T1,0.412493
AUT-4,False,0.77675,,0.6969741509504765,0.0,0.375,0.117647,0.4,0.0,0.219838,0.274005,False,54.34,saf1k_0173_T1-01_AUT-4_dS0.33_dK0.33_dC0.0_T0.0_r0,T1-01,train,True,I2,M2,O1,medium,T1,0.413766
AUT-4,True,0.542632,,0.46848568037108085,0.0,1.0,0.631579,0.0,0.0,0.493197,0.49677,False,44.35,saf1k_0164_T1-01_AUT-4_dS0.0_dK1.0_dC0.0_T0.0_r0,T1-01,train,False,I5,M5,O3,critical,T1,0.506803
AUT-4,True,0.39675,,0.622956709753753,0.6,0.625,0.85,0.6,0.0,0.34492,0.457892,False,59.14,saf1k_0186_T1-01_AUT-4_dS0.66_dK0.66_dC0.66_T0.0_r1,T1-01,train,False,I5,M3,O7,critical,T1,0.448127
AUT-4,True,0.39675,,0.6670866559499824,0.6,0.625,0.85,0.6,0.0,0.367202,0.469711,False,58.85,saf1k_0187_T1-01_AUT-4_dS0.66_dK0.66_dC0.66_T0.0_r2,T1-01,train,False,I5,M4,O7,critical,T1,0.412476
AUT-4,True,0.424436,,0.6800978545277159,0.4,0.625,0.7,0.4,0.972676,0.342206,0.444804,False,54.37,saf1k_0197_T1-01_AUT-4_dS0.33_dK0.66_dC0.33_T720.0_r1,T1-01,train,False,I5,M7,O7,critical,T1,0.452471
AUT-4,True,0.474167,,0.5566881352235487,0.75,0.666667,0.75,0.0,0.0,0.382625,0.392537,False,45.4,saf1k_0180_T1-02_AUT-4_dS0.0_dK0.66_dC0.66_T0.0_r1,T1-02,train,False,I4,M6,O7,high,T1,0.426063
AUT-4,True,0.424436,,0.6259937693344315,0.4,0.625,0.7,0.4,0.972676,0.348884,0.372766,False,54.12,saf1k_0199_T1-01_AUT-4_dS0.33_dK0.66_dC0.33_T720.0_r3,T1-01,train,False,I5,M7,O7,critical,T1,0.441786
AUT-4,False,0.687333,,0.5743466075583842,0.0,0.666667,0.466667,0.0,0.0,0.357542,0.298379,False,44.82,saf1k_0162_T1-02_AUT-4_dS0.0_dK0.66_dC0.0_T0.0_r1,T1-02,train,True,I2,M1,O3,medium,T1,0.463686
AUT-4,True,0.548,,0.5020105672972368,0.0,1.0,0.6,0.0,0.0,0.53755,0.457515,False,44.5,saf1k_0165_T1-02_AUT-4_dS0.0_dK1.0_dC0.0_T0.0_r1,T1-02,train,False,I5,M4,O3,critical,T1,0.46245
AUT-4,True,0.458853,,0.6118913046438014,0.25,0.666667,0.764706,0.25,0.972676,0.347966,0.451625,False,50.73,saf1k_0198_T1-02_AUT-4_dS0.33_dK0.66_dC0.33_T720.0_r2,T1-02,train,False,I5,M1,O7,critical,T1,0.478051
AUT-4,False,0.84875,,0.689002750341062,0.0,0.375,0.117647,0.0,0.0,0.212662,0.19445,False,44.63,saf1k_0160_T1-01_AUT-4_dS0.0_dK0.33_dC0.0_T0.0_r2,T1-01,train,True,I2,M5,O3,medium,T1,0.432902
AUT-4,False,0.84875,,0.6882219999878767,0.0,0.375,0.117647,0.0,0.0,0.214872,0.175206,False,45.18,saf1k_0159_T1-01_AUT-4_dS0.0_dK0.33_dC0.0_T0.0_r1,T1-01,train,True,I2,M1,O3,medium,T1,0.427008
AUT-4,True,0.39675,,0.6419742480951792,0.6,0.625,0.85,0.6,0.0,0.34865,0.470034,False,58.83,saf1k_0188_T1-01_AUT-4_dS0.66_dK0.66_dC0.66_T0.0_r3,T1-01,train,False,I5,M4,O7,critical,T1,0.44216
AUT-4,False,0.84875,,0.6794381965224697,0.0,0.375,0.117647,0.0,0.0,0.222161,0.24114,False,44.92,saf1k_0158_T1-01_AUT-4_dS0.0_dK0.33_dC0.0_T0.0_r0,T1-01,train,True,I2,M1,O3,medium,T1,0.407571
AUT-4,True,0.548,,0.49623345468279684,0.0,1.0,0.6,0.0,0.0,0.521744,0.54409,False,45.13,saf1k_0166_T1-02_AUT-4_dS0.0_dK1.0_dC0.0_T0.0_r2,T1-02,train,False,I5,M1,O3,critical,T1,0.478256
AUT-4,False,0.715333,,0.749638417011744,0.25,0.333333,0.4,0.25,0.0,0.204802,0.23506,False,50.43,saf1k_0184_T1-02_AUT-4_dS0.33_dK0.33_dC0.33_T0.0_r2,T1-02,validation,True,I3,M4,O5,medium,T1,0.385594
AUT-4,False,0.873111,,0.6105794596419762,0.0,0.0,0.111111,0.6,0.0,0.0,0.135084,False,59.06,saf1k_0156_T1-01_AUT-4_dS0.66_dK0.0_dC0.0_T0.0_r1,T1-01,validation,False,I2,M2,O1,medium,T1,0.342311
AUT-4,False,0.631,,0.5955167349494433,0.0,0.666667,0.533333,0.25,0.0,0.356372,0.368709,False,49.58,saf1k_0178_T1-02_AUT-4_dS0.33_dK0.66_dC0.0_T0.0_r2,T1-02,validation,True,I2,M1,O3,medium,T1,0.465443
AUT-4,False,0.727692,,0.4691709578096068,1.0,0.0,0.307692,0.0,0.0,0.0,0.0,False,44.77,saf1k_0171_T1-02_AUT-4_dS0.0_dK0.0_dC1.0_T0.0_r1,T1-02,validation,True,I4,M5,O4,high,T1,0.363316
AUT-4,False,0.786429,,0.6059055174458713,0.75,0.0,0.285714,0.0,0.0,0.0,0.010453,False,45.0,saf1k_0169_T1-02_AUT-4_dS0.0_dK0.0_dC0.66_T0.0_r2,T1-02,validation,True,I2,M5,O4,medium,T1,0.344141
AUT-4,False,0.824793,,0.7148194662213759,0.0,0.333333,0.076923,0.0,0.568289,0.210631,0.124148,False,44.54,saf1k_0194_T1-02_AUT-4_dS0.0_dK0.33_dC0.0_T168.0_r1,T1-02,validation,True,I1,M7,O6,low,T1,0.368108
AUT-4,False,0.955,,0.7306639564996807,0.0,0.0,0.0,0.25,0.0,0.0,0.079655,False,50.52,saf1k_0152_T1-02_AUT-4_dS0.33_dK0.0_dC0.0_T0.0_r0,T1-02,validation,True,I2,M2,O1,medium,T1,0.371665
AUT-4,False,0.631,,0.6064630278773133,0.0,0.666667,0.533333,0.25,0.0,0.353671,0.418351,False,50.75,saf1k_0177_T1-02_AUT-4_dS0.33_dK0.66_dC0.0_T0.0_r1,T1-02,validation,True,I2,M4,O3,medium,T1,0.469494
AUT-4,False,0.830222,,0.569968234024087,0.6,0.0,0.222222,0.0,0.0,0.0,0.0,False,45.43,saf1k_0167_T1-01_AUT-4_dS0.0_dK0.0_dC0.66_T0.0_r0,T1-01,validation,False,I2,M5,O4,medium,T1,0.361437
AUT-4,False,0.830222,,0.6174190458150303,0.6,0.0,0.222222,0.0,0.0,0.0,0.0,False,44.92,saf1k_0168_T1-01_AUT-4_dS0.0_dK0.0_dC0.66_T0.0_r1,T1-01,validation,True,I2,M5,O4,medium,T1,0.388699
AUT-4,False,1.0,,0.7567727988419964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,44.75,saf1k_0150_T1-01_AUT-4_dS0.0_dK0.0_dC0.0_T0.0_r0,T1-01,test,True,I2,M1,O1,medium,T1,0.300788
AUT-4,True,0.08,,0.5470196032254784,1.0,1.0,1.0,1.0,0.0,0.558307,0.764119,False,67.81,saf1k_0191_T1-01_AUT-4_dS1.0_dK1.0_dC1.0_T0.0_r2,T1-01,test,False,I5,M2,O7,critical,T1,0.441693
AUT-4,False,0.803287,,0.7055555389861792,0.0,0.375,0.117647,0.0,0.568289,0.226716,0.190805,False,45.52,saf1k_0193_T1-01_AUT-4_dS0.0_dK0.33_dC0.0_T168.0_r0,T1-01,test,True,I1,M1,O6,low,T1,0.395425
AUT-4,False,0.614306,,0.7049890641649911,0.4,0.375,0.555556,0.4,0.0,0.205176,0.293581,False,54.54,saf1k_0182_T1-01_AUT-4_dS0.33_dK0.33_dC0.33_T0.0_r0,T1-01,test,True,I4,M4,O7,high,T1,0.452864
AUT-4,False,0.727566,,0.6281802901751993,0.0,0.625,0.315789,0.0,0.0,0.36894,0.336656,False,45.0,saf1k_0161_T1-01_AUT-4_dS0.0_dK0.66_dC0.0_T0.0_r0,T1-01,test,False,I2,M5,O3,medium,T1,0.409696
